COUNTY,DATE,WATER,TOWN,SPECIES,QTY,SIZE (inch),X_coord,Y_coord,ABUNDANCE
York,2025-05-06,NEOUTAQUET R,North Berwick,BROOK TROUT,150,10,-70.77747390324089,43.335114426759546,
York,2025-05-06,LEAVITT B,Limerick,BROOK TROUT,100,10,-70.77118822394031,43.708847714142614,
York,2025-05-06,MOUSAM R,Shapleigh,BROOK TROUT,100,10,-70.8336806638352,43.488052008244175,
York,2025-05-06,LITTLE R,Lebanon,BROOK TROUT,150,10,-70.84626145257126,43.39512339898952,
York,2025-05-06,NEOUTAQUET R,North Berwick,BROOK TROUT,150,10,-70.77747390324089,43.335114426759546,
York,2025-05-06,GREAT WORKS R,South Berwick,BROOK TROUT,100,10,-70.7648528622,43.2567163946,
York,2025-05-06,WORSTER B,Berwick,BROOK TROUT,100,10,-70.83434842376559,43.27652662838584,
York,2025-05-06,LITTLE R,Lebanon,BROOK TROUT,100,10,-70.84626145257126,43.39512339898952,
York,2025-05-06,WORSTER B,Berwick,BROOK TROUT,100,10,-70.83434842376559,43.27652662838584,
York,2025-05-06,GREAT B,Lebanon,BROOK TROUT,100,10,-70.93101411152989,43.39918584271523,
York,2025-05-06,LITTLE R,Lebanon,BROOK TROUT,100,10,-70.84626145257126,43.39512339898952,
York,2025-05-06,MOUSAM R,Sanford,BROOK TROUT,100,10,-70.67967592793332,43.426169662755875,
York,2025-05-07,WILCOX P,Biddeford,BROOK TROUT,100,10,-70.4571321892,43.4712151306,
York,2025-05-07,SWAN POND B,Dayton,BROOK TROUT,100,10,-70.9368004942,43.6000742902,
Oxford,2025-05-07,WORTHLEY P,Peru,RAINBOW TROUT,900,11,-70.400257661,44.4594319764,
Androscoggin,2025-05-07,NEWELL B,Durham,BROOK TROUT,150,10,-70.10090046124239,43.98564952749467,
York,2025-05-07,SWAN POND B,Dayton,BROOK TROUT,100,10,-70.9368004942,43.6000742902,
York,2025-05-07,SWAN POND B,Dayton,BROOK TROUT,100,10,-70.9368004942,43.6000742902,
York,2025-05-07,TOWN OFFICE (MEMORIAL) P,Hollis,BROOK TROUT,100,10,-70.600038377,43.6384467384,
York,2025-05-07,COOKS B,Dayton,BROOK TROUT,100,10,-70.61835322385338,43.56170056933495,
Cumberland,2025-05-07,LITTLE R,Gorham,BROOK TROUT,100,10,-70.43077021380056,43.712056024405555,
Androscoggin,2025-05-07,MEADOW B,Durham,BROOK TROUT,100,10,-70.06921107679881,43.97500115343845,
Oxford,2025-05-07,ROUND P,Fryeburg,BROOK TROUT,150,10,-70.9574924611,43.996356557,
York,2025-05-07,KENNEBUNK R,Kennebunk,BROOK TROUT,100,10,-70.57458821044055,43.44800996892228,
York,2025-05-07,COOKS B,Dayton,BROOK TROUT,100,10,-70.61835322385338,43.56170056933495,
Cumberland,2025-05-07,LITTLE R,Gorham,BROOK TROUT,150,10,-70.43077021380056,43.712056024405555,
Androscoggin,2025-05-07,LITTLE R,Lisbon,BROOK TROUT,150,10,-70.03869327508393,44.00249982597636,
Cumberland,2025-05-07,LITTLE R,Gorham,BROOK TROUT,150,10,-70.43077021380056,43.712056024405555,
Cumberland,2025-05-07,LITTLE R (NORTH BRANCH),Gorham,BROOK TROUT,100,10,-70.50874859448763,43.74247097448363,
Androscoggin,2025-05-07,LITTLE R,Lisbon,BROOK TROUT,150,10,-70.03869327508393,44.00249982597636,
York,2025-05-07,KENNEBUNK R,Kennebunk,BROOK TROUT,150,10,-70.57458821044055,43.44800996892228,
York,2025-05-07,KENNEBUNK R,Kennebunk,BROOK TROUT,100,10,-70.57458821044055,43.44800996892228,
York,2025-05-07,MOUSAM R,Kennebunk,BROOK TROUT,300,10,-70.54170724460815,43.38060312168738,
Cumberland,2025-05-07,LITTLE R,Gorham,BROOK TROUT,150,10,-70.43077021380056,43.712056024405555,
Androscoggin,2025-05-07,ANDROSCOGGIN R,Lisbon,BROOK TROUT,200,10,-70.09269781565973,44.00985570155133,
York,2025-05-07,KENNEBUNK R,Kennebunk,BROOK TROUT,150,10,-70.57458821044055,43.44800996892228,
York,2025-05-07,WARD B,Kennebunk,BROOK TROUT,150,10,-70.6482262375,43.5048886909,
Cumberland,2025-05-07,COFFIN P,Brunswick,BROOK TROUT,100,10,-69.957519278,43.8974188891,
York,2025-05-07,SWAN POND B,Dayton,BROOK TROUT,100,10,-70.9368004942,43.6000742902,
Cumberland,2025-05-07,STEVENS B,New Gloucester,BROOK TROUT,200,10,-70.3408572376,43.9604528992,
Cumberland,2025-05-07,ADAMS P,Bridgton,BROOK TROUT,400,10,-70.7116704243,43.9950088572,
Oxford,2025-05-07,LONG P,Denmark,BROOK TROUT,300,10,-70.856778794,44.0005758324,
Cumberland,2025-05-07,SONGO R,Casco,BROOK TROUT,300,10,-70.5745032788899,43.93073094035069,
York,2025-05-08,ELL (L) P,Wells,RAINBOW TROUT,80,11,-70.71533471050692,43.34579426865363,
Cumberland,2025-05-08,LILY P,New Gloucester,RAINBOW TROUT,150,11,-70.3167292785,43.9827134057,
Oxford,2025-05-08,SHAGG P,Woodstock,BROOK TROUT,500,9,-70.5310471128,44.4237533856,
Oxford,2025-05-08,BRYANT P,Woodstock,SPLAKE,325,9,-70.6503231463,44.3762724044,
Oxford,2025-05-08,SHAGG P,Woodstock,SPLAKE,150,9,-70.5310471128,44.4237533856,
York,2025-05-08,KITTERY CLUB P,Kittery,BROOK TROUT,100,10,-70.7622683368,43.1090767076,
Oxford,2025-05-08,INDIAN P,Greenwood,SPLAKE,300,9,-70.6502287622,44.35472573,
Oxford,2025-05-08,WILD R,Gilead,BROOK TROUT,250,9,-70.9859317362192,44.38225347754317,
Oxford,2025-05-08,WILD R,Gilead,BROOK TROUT,250,9,-70.9859317362192,44.38225347754317,
Cumberland,2025-05-09,PRESUMPSCOT R,Windham,BROOK TROUT,100,10,-70.41072422739504,43.7172514296907,
Cumberland,2025-05-09,PRESUMPSCOT R,Windham,BROOK TROUT,100,10,-70.41072422739504,43.7172514296907,
Oxford,2025-05-09,STANLEY P,Hiram,RAINBOW TROUT,475,11,-70.8876644951,43.8345901222,
Oxford,2025-05-12,MOOSE P,Waterford,BROOK TROUT,500,10,-70.7131751334,44.2324906161,
Oxford,2025-05-12,BEAR P,Waterford,BROOK TROUT,400,10,-70.7178554374,44.1531068532,
Oxford,2025-05-12,KEEWAYDIN L,Stoneham,BROOK TROUT,400,10,-70.8357222578,44.2631896441,
Oxford,2025-05-12,BACK P (5 KEZARS),Stoneham,BROOK TROUT,200,10,-70.8138457865,44.2099313727,
Oxford,2025-05-12,CUSHMAN P,Lovell,BROOK TROUT,300,10,-70.831857499,44.2200265818,
Oxford,2025-05-13,ANDROSCOGGIN R (LITTLE),Oxford,RAINBOW TROUT,200,11,-70.46120318543788,44.133064570342775,
Androscoggin,2025-05-13,ANDROSCOGGIN R (LITTLE),Minot,RAINBOW TROUT,225,11,-70.39190020460279,44.14222712186505,
Androscoggin,2025-05-13,ANDROSCOGGIN R (LITTLE),Mechanic Falls,RAINBOW TROUT,300,11,-70.41648328641564,44.11055780683758,
Androscoggin,2025-05-13,ANDROSCOGGIN R (LITTLE),Minot,RAINBOW TROUT,300,11,-70.39190020460279,44.14222712186505,
Androscoggin,2025-05-13,ANDROSCOGGIN R (LITTLE),Auburn,RAINBOW TROUT,200,11,-70.23938085682464,44.07143328372705,
Androscoggin,2025-05-13,ANDROSCOGGIN R (LITTLE),Auburn,RAINBOW TROUT,200,11,-70.23938085682464,44.07143328372705,
Cumberland,2025-05-14,WOOD P,Bridgton,BROWN TROUT,650,9,-70.735981787,44.0334071329,
Cumberland,2025-05-14,HIGHLAND L,Bridgton,BROWN TROUT,600,9,-70.7383533774,44.0798644579,
Androscoggin,2025-05-14,TRIPP P,Poland,BROWN TROUT,400,9,-70.4333271998,44.0516773719,
Oxford,2025-05-16,NEZINSCOT R (WEST BRANCH),Buckfield,BROWN TROUT,6425,2,-70.3750538888642,44.28825431820364,
Androscoggin,2025-05-16,PETTINGILL PARK P,Auburn,BROOK TROUT,200,10,-70.2345428177,44.1069175694,
Oxford,2025-05-16,NEZINSCOT R (WEST BRANCH),Buckfield,BROWN TROUT,6425,2,-70.3750538888642,44.28825431820364,
Oxford,2025-05-16,NEZINSCOT R (EAST BRANCH),Hartford,BROWN TROUT,6425,2,-70.38253125205846,44.368677678570656,
Oxford,2025-05-16,NEZINSCOT R (EAST BRANCH),Buckfield,BROWN TROUT,6425,2,-70.36185715266251,44.30716290444359,
Oxford,2025-05-16,NEZINSCOT R (EAST BRANCH),Hartford,BROWN TROUT,6425,2,-70.38253125205846,44.368677678570656,
Cumberland,2025-05-16,COFFIN P,Brunswick,BROOK TROUT,200,10,-69.957519278,43.8974188891,
Oxford,2025-05-16,NEZINSCOT R (WEST BRANCH),Buckfield,BROWN TROUT,6425,2,-70.3750538888642,44.28825431820364,
Cumberland,2025-05-16,STEVENS B,New Gloucester,BROOK TROUT,200,10,-70.3408572376,43.9604528992,
Cumberland,2025-05-16,ALDEN'S P,Gorham,BROOK TROUT,100,10,-70.45407311263993,43.68225164153582,
Androscoggin,2025-05-16,ANDROSCOGGIN R (LITTLE),Mechanic Falls,RAINBOW TROUT,6000,2,-70.41648328641564,44.11055780683758,
Oxford,2025-05-16,ANDROSCOGGIN R (LITTLE),Oxford,RAINBOW TROUT,6000,2,-70.46120318543788,44.133064570342775,
Oxford,2025-05-16,NEZINSCOT R (EAST BRANCH),Hartford,BROWN TROUT,6425,2,-70.38253125205846,44.368677678570656,
York,2025-05-19,WARREN P,South Berwick,RAINBOW TROUT,100,10,-70.7280582217,43.2277863828,
Oxford,2025-05-19,STANLEY P,Hiram,RAINBOW TROUT,475,10,-70.8876644951,43.8345901222,
York,2025-05-19,ELL (L) P,Wells,RAINBOW TROUT,80,10,-70.71533471050692,43.34579426865363,
Cumberland,2025-05-19,CHANDLER B,North Yarmouth,BROWN TROUT,150,9,-70.22025628506549,43.87608331421369,
York,2025-05-19,WARREN P,South Berwick,RAINBOW TROUT,100,10,-70.7280582217,43.2277863828,
Cumberland,2025-05-19,CHANDLER B,Pownal,BROWN TROUT,150,9,-70.19772813370281,43.88821760305896,
Cumberland,2025-05-19,COLLYER B,Gray,BROWN TROUT,200,9,-70.30271268141354,43.90590672232054,
Cumberland,2025-05-19,COLLYER B,Gray,BROWN TROUT,200,9,-70.30271268141354,43.90590672232054,
Cumberland,2025-05-19,COLLYER B,Gray,BROWN TROUT,200,9,-70.30271268141354,43.90590672232054,
Cumberland,2025-05-19,COLLYER B,Gray,BROWN TROUT,200,9,-70.30271268141354,43.90590672232054,
Cumberland,2025-05-19,CHANDLER B,Pownal,BROWN TROUT,150,9,-70.19772813370281,43.88821760305896,
Cumberland,2025-05-20,PLEASANT R,Windham,BROWN TROUT,100,9,-70.44757621457344,43.75779293208213,
Oxford,2025-05-20,ANDROSCOGGIN R (LITTLE),Greenwood,BROWN TROUT,300,9,-70.62557946193832,44.33356145672643,
Oxford,2025-05-20,ANDROSCOGGIN R,Gilead,BROWN TROUT,300,9,-70.96198669691128,44.39735921783639,
Cumberland,2025-05-20,PISCATAQUA R,Falmouth,BROWN TROUT,300,9,-70.29942618794348,43.75182273650571,
Cumberland,2025-05-20,PISCATAQUA R,Falmouth,BROWN TROUT,300,9,-70.29942618794348,43.75182273650571,
Androscoggin,2025-05-20,AUBURN L,Auburn,LAKE TROUT,1150,6,-70.2533107656,44.1447988838,
Cumberland,2025-05-20,ROYAL R,Yarmouth,BROWN TROUT,300,9,-70.18035592386957,43.80101591129432,
Oxford,2025-05-20,ANDROSCOGGIN R (LITTLE),West Paris,BROWN TROUT,150,9,-70.57522696194887,44.322778613418755,
Oxford,2025-05-20,ANDROSCOGGIN R (LITTLE),Greenwood,BROWN TROUT,300,9,-70.62557946193832,44.33356145672643,
Cumberland,2025-05-20,ROYAL R,Yarmouth,BROWN TROUT,300,9,-70.18035592386957,43.80101591129432,
Oxford,2025-05-20,ANDROSCOGGIN R (LITTLE),Oxford,BROWN TROUT,300,9,-70.46120318543788,44.133064570342775,
Cumberland,2025-05-20,PISCATAQUA R,Cumberland,BROWN TROUT,250,9,-70.31238227475706,43.796087584599505,
Oxford,2025-05-20,ANDROSCOGGIN R (LITTLE),Paris,BROWN TROUT,300,9,-70.5152022584639,44.257450047295656,
Cumberland,2025-05-20,PRESUMPSCOT R,Windham,BROWN TROUT,400,9,-70.41072422739504,43.7172514296907,
Oxford,2025-05-20,ANDROSCOGGIN R,Bethel,BROWN TROUT,600,9,-70.79638333825649,44.430767428007634,
Oxford,2025-05-20,ANDROSCOGGIN R,Bethel,RAINBOW TROUT,700,11,-70.79638333825649,44.430767428007634,
Oxford,2025-05-20,ANDROSCOGGIN R,Gilead,RAINBOW TROUT,1000,11,-70.96198669691128,44.39735921783639,
Cumberland,2025-05-20,PLEASANT R,Windham,BROWN TROUT,100,9,-70.44757621457344,43.75779293208213,
Cumberland,2025-05-20,ROYAL R,Yarmouth,BROWN TROUT,75,9,-70.18035592386957,43.80101591129432,
Oxford,2025-05-20,ANDROSCOGGIN R (LITTLE),West Paris,BROWN TROUT,300,9,-70.57522696194887,44.322778613418755,
Cumberland,2025-05-20,PRESUMPSCOT R,Windham,BROWN TROUT,400,9,-70.41072422739504,43.7172514296907,
Cumberland,2025-05-20,PISCATAQUA R,Falmouth,BROWN TROUT,300,9,-70.29942618794348,43.75182273650571,
Cumberland,2025-05-20,PRESUMPSCOT R,Windham,BROWN TROUT,400,9,-70.41072422739504,43.7172514296907,
Oxford,2025-05-20,ANDROSCOGGIN R (LITTLE),West Paris,BROWN TROUT,300,9,-70.57522696194887,44.322778613418755,
Cumberland,2025-05-20,ROYAL R,Yarmouth,BROWN TROUT,100,9,-70.18035592386957,43.80101591129432,
Cumberland,2025-05-20,ROYAL R,New Gloucester,BROWN TROUT,200,9,-70.3167292785,43.9827134057,
Oxford,2025-05-20,ANDROSCOGGIN R,Bethel,BROWN TROUT,600,9,-70.79638333825649,44.430767428007634,
Cumberland,2025-05-20,PRESUMPSCOT R,Westbrook,BROWN TROUT,400,9,-70.36648187420296,43.67780883987993,
Androscoggin,2025-05-21,LITTLE R,Lisbon,BROWN TROUT,250,9,-70.03869327508393,44.00249982597636,
York,2025-05-21,MOUSAM R,Sanford,BROWN TROUT,300,9,-70.67967592793332,43.426169662755875,
York,2025-05-21,MOUSAM R,Shapleigh,BROWN TROUT,300,9,-70.8336806638352,43.488052008244175,
York,2025-05-21,MOUSAM R,Sanford,BROWN TROUT,300,9,-70.67967592793332,43.426169662755875,
York,2025-05-21,GREAT WORKS R,North Berwick,BROWN TROUT,250,9,-70.76723607912768,43.24744517324884,
York,2025-05-21,SACO R,Limington,BROWN TROUT,300,9,-70.653380696,43.6917316199,
York,2025-05-21,LITTLE R,Berwick,BROWN TROUT,400,9,-70.87472329147802,43.3171919488783,
York,2025-05-21,HORNE (PEQUAWKET) P,Limington,BROWN TROUT,150,9,-70.6848693219,43.7743599727,
York,2025-05-21,LITTLE R,Lebanon,BROWN TROUT,350,9,-70.84626145257126,43.39512339898952,
York,2025-05-21,LITTLE R,Lebanon,BROWN TROUT,150,9,-70.84626145257126,43.39512339898952,
Oxford,2025-05-21,ANDROSCOGGIN R,Gilead,BROOK TROUT,700,9,-70.96198669691128,44.39735921783639,
Androscoggin,2025-05-21,LITTLE R,Lisbon,BROWN TROUT,250,9,-70.03869327508393,44.00249982597636,
Cumberland,2025-05-21,LITTLE R,Gorham,BROWN TROUT,200,9,-70.43077021380056,43.712056024405555,
Cumberland,2025-05-21,LITTLE R,Gorham,BROWN TROUT,300,9,-70.43077021380056,43.712056024405555,
Cumberland,2025-05-21,LITTLE R,Gorham,BROWN TROUT,300,9,-70.43077021380056,43.712056024405555,
Cumberland,2025-05-21,LITTLE R,Gorham,BROWN TROUT,200,9,-70.43077021380056,43.712056024405555,
Cumberland,2025-05-21,LITTLE R (NORTH BRANCH),Gorham,BROWN TROUT,300,9,-70.50874859448763,43.74247097448363,
York,2025-05-21,KENNEBUNK R,Kennebunk,BROWN TROUT,200,9,-70.57458821044055,43.44800996892228,
Oxford,2025-05-21,ANDROSCOGGIN R,Bethel,BROOK TROUT,300,9,-70.79638333825649,44.430767428007634,
Oxford,2025-05-21,ANDROSCOGGIN R,Hanover,BROOK TROUT,1000,10,-70.69177250684754,44.49616738950698,
York,2025-05-21,GREAT WORKS R,South Berwick,BROWN TROUT,300,9,-70.7648528622,43.2567163946,
Cumberland,2025-05-21,TRICKEY P,Naples,BROOK TROUT,800,9,-70.6076290921,43.9403673838,
York,2025-05-21,MOUSAM R,Sanford,BROWN TROUT,300,9,-70.67967592793332,43.426169662755875,
York,2025-05-21,KENNEBUNK R,Kennebunk,BROWN TROUT,200,9,-70.57458821044055,43.44800996892228,
York,2025-05-21,LITTLE R,Lebanon,BROWN TROUT,200,9,-70.84626145257126,43.39512339898952,
York,2025-05-21,KENNEBUNK R,Kennebunk,BROWN TROUT,200,9,-70.57458821044055,43.44800996892228,
York,2025-05-21,WILSON L,Acton,BROWN TROUT,300,9,-70.9378664213,43.5578598322,
York,2025-05-21,GREAT WORKS R,North Berwick,BROWN TROUT,300,9,-70.76723607912768,43.24744517324884,
York,2025-05-21,GREAT WORKS R,North Berwick,BROWN TROUT,250,9,-70.76723607912768,43.24744517324884,
York,2025-05-21,KENNEBUNK R,Kennebunk,BROWN TROUT,200,9,-70.57458821044055,43.44800996892228,
York,2025-05-21,MOUSAM R,Kennebunk,BROWN TROUT,500,9,-70.54170724460815,43.38060312168738,
Cumberland,2025-05-22,PRESUMPSCOT R,Windham,BROWN TROUT,100,9,-70.41072422739504,43.7172514296907,
Cumberland,2025-05-22,STEVENS B,Bridgton,BROOK TROUT,100,9,-70.686362784,43.966052611,
Cumberland,2025-05-22,PRESUMPSCOT R,Windham,BROWN TROUT,100,9,-70.41072422739504,43.7172514296907,
York,2025-05-22,SACO R,Buxton,BROWN TROUT,100,9,-70.57572184498663,43.61741361746786,
Cumberland,2025-05-22,NONESUCH R,Scarborough,BROWN TROUT,150,9,-70.34725097312432,43.56910342129501,
York,2025-05-22,MERRILAND R,Wells,BROWN TROUT,400,9,-70.58378166179305,43.34941552530056,
York,2025-05-22,OGUNQUIT R,Wells,BROWN TROUT,200,9,-70.64612336217733,43.26421270385303,
York,2025-05-22,BROWN B,Limerick,BROWN TROUT,200,9,-70.77614816073269,43.69353745431442,
Oxford,2025-05-22,SACO R,Hiram,BROWN TROUT,300,9,-70.8143936637728,43.88947349816913,
Cumberland,2025-05-22,NONESUCH R,Scarborough,BROWN TROUT,150,9,-70.34725097312432,43.56910342129501,
Cumberland,2025-05-22,PRESUMPSCOT R,Windham,BROWN TROUT,400,9,-70.41072422739504,43.7172514296907,
Cumberland,2025-05-22,SACO R,Standish,BROWN TROUT,300,9,-70.65293602526646,43.73234720712602,
York,2025-05-22,SACO R,Dayton,BROWN TROUT,500,9,-70.54023761402428,43.54992803179362,
York,2025-05-22,MERRILAND R,Wells,BROWN TROUT,200,9,-70.58378166179305,43.34941552530056,
Cumberland,2025-05-22,SACO R,Baldwin,BROWN TROUT,300,9,-70.79337576175377,43.84251944887719,
York,2025-05-22,MERRILAND R,Wells,BROWN TROUT,250,9,-70.58378166179305,43.34941552530056,
Cumberland,2025-05-22,MILL B,Westbrook,BROWN TROUT,250,9,-70.35199411821263,43.725060684530845,
York,2025-05-22,SACO R,Buxton,BROWN TROUT,200,9,-70.57572184498663,43.61741361746786,
York,2025-05-22,MERRILAND R,Wells,BROWN TROUT,300,9,-70.58378166179305,43.34941552530056,
Oxford,2025-05-22,BRYANT P,Woodstock,BROOK TROUT,500,9,-70.6503231463,44.3762724044,
Cumberland,2025-05-22,STEVENS B,Bridgton,BROOK TROUT,100,9,-70.686362784,43.966052611,
York,2025-05-22,SACO R,Buxton,BROWN TROUT,250,9,-70.57572184498663,43.61741361746786,
Cumberland,2025-05-22,STEVENS B,Bridgton,BROOK TROUT,100,9,-70.686362784,43.966052611,
York,2025-05-22,OGUNQUIT R,Wells,BROWN TROUT,200,9,-70.64612336217733,43.26421270385303,
Oxford,2025-05-22,KEZAR L,Lovell,L.L. SALMON,400,7,-70.9033155325,44.186140001,
Cumberland,2025-05-22,NONESUCH R,Scarborough,BROWN TROUT,150,9,-70.34725097312432,43.56910342129501,
Cumberland,2025-05-22,STEVENS B,Bridgton,BROOK TROUT,100,9,-70.686362784,43.966052611,
York,2025-05-22,OGUNQUIT R,Wells,BROWN TROUT,200,9,-70.64612336217733,43.26421270385303,
Cumberland,2025-05-22,PRESUMPSCOT R,Windham,BROWN TROUT,50,9,-70.41072422739504,43.7172514296907,
York,2025-05-22,SACO R,Buxton,BROWN TROUT,200,9,-70.57572184498663,43.61741361746786,
Oxford,2025-05-23,PENNESSEEWASSEE L OUTLET,Norway,BROOK TROUT,100,10,-70.5829333058,44.2302832706,
Cumberland,2025-05-23,ISLAND P,Harrison,BROOK TROUT,300,10,-70.6427176294,44.1605087146,
Cumberland,2025-05-23,JORDAN R,Raymond,BROOK TROUT,300,10,-70.46205177119016,43.89688671354856,
Oxford,2025-05-23,PENNESSEEWASSEE P (LITTLE),Norway,BROOK TROUT,300,9,-70.6164656237,44.2243164878,
Oxford,2025-05-23,ANDROSCOGGIN R,Mexico,RAINBOW TROUT,675,11,-70.53201533692803,44.547916403530614,
Oxford,2025-05-23,ANDROSCOGGIN R,Gilead,RAINBOW TROUT,330,15,-70.96198669691128,44.39735921783639,
Oxford,2025-05-24,WHITNEY B,Canton,BROOK TROUT,100,10,-70.31023683303609,44.4471397740928,
Oxford,2025-05-24,BUNGANOCK B,Hartford,BROWN TROUT,250,9,-70.3407584254,44.3867569284,
Oxford,2025-05-24,BUNGANOCK B,Hartford,BROWN TROUT,250,9,-70.3407584254,44.3867569284,
Oxford,2025-05-25,SPEARS STREAM,Peru,BROWN TROUT,300,9,-70.47502615530686,44.49383960665521,
Oxford,2025-05-25,SPEARS STREAM,Peru,BROOK TROUT,200,10,-70.47502615530686,44.49383960665521,
Oxford,2025-05-25,SPEARS STREAM,Peru,BROWN TROUT,300,9,-70.47502615530686,44.49383960665521,
Cumberland,2025-05-27,NUBBLE P,Raymond,BROOK TROUT,100,10,-70.4758179658,43.9535892979,
Cumberland,2025-05-27,MUDDY R,Naples,BROOK TROUT,300,10,-70.64133986122727,43.96165264808945,
Oxford,2025-05-27,WILD R,Batchelders Grant Twp,BROOK TROUT,250,9,-70.99348198919166,44.35442917649236,
Oxford,2025-05-27,WILD R,Batchelders Grant Twp,BROOK TROUT,250,9,-70.99348198919166,44.35442917649236,
Cumberland,2025-05-27,NORTHWEST R,Sebago,BROOK TROUT,100,10,-70.69029351587949,43.92654586338011,
Oxford,2025-05-27,INDIAN P,Greenwood,BROOK TROUT,500,9,-70.6502287622,44.35472573,
Oxford,2025-05-28,ANDROSCOGGIN R,Rumford,RAINBOW TROUT,675,11,-70.54517053176315,44.55010513308811,
Androscoggin,2025-05-28,STETSON B,Lewiston,BROWN TROUT,300,10,-69.1239385457,44.8383037989,
Androscoggin,2025-05-28,WORTHLEY P,Poland,BROWN TROUT,75,10,-70.344776845,44.0187622925,
York,2025-05-28,OSSIPEE R (LITTLE),Limerick,BROWN TROUT,250,10,-70.78077821064488,43.65772838122113,
York,2025-05-28,OSSIPEE R (LITTLE),Limerick,BROWN TROUT,350,10,-70.78077821064488,43.65772838122113,
York,2025-05-28,OSSIPEE R (LITTLE),Newfield,BROWN TROUT,350,10,-70.85559304998931,43.64716487372937,
York,2025-05-28,OSSIPEE R (LITTLE),Shapleigh,BROWN TROUT,350,10,-70.8327794581,43.6094498091,
York,2025-05-28,OSSIPEE R (LITTLE),Shapleigh,BROWN TROUT,350,10,-70.8327794581,43.6094498091,
Cumberland,2025-05-28,ROYAL R,New Gloucester,BROWN TROUT,150,9,-70.3167292785,43.9827134057,
Androscoggin,2025-05-28,ANDROSCOGGIN R (LITTLE),Auburn,BROWN TROUT,100,9,-70.23938085682464,44.07143328372705,
Androscoggin,2025-05-28,ANDROSCOGGIN R (LITTLE),Auburn,BROWN TROUT,100,9,-70.23938085682464,44.07143328372705,
Oxford,2025-05-28,ANDROSCOGGIN R (LITTLE),Oxford,BROWN TROUT,100,9,-70.46120318543788,44.133064570342775,
Androscoggin,2025-05-28,ANDROSCOGGIN R (LITTLE),Auburn,BROWN TROUT,200,9,-70.23938085682464,44.07143328372705,
Androscoggin,2025-05-28,ANDROSCOGGIN R (LITTLE),Mechanic Falls,BROWN TROUT,100,9,-70.41648328641564,44.11055780683758,
Androscoggin,2025-05-28,ANDROSCOGGIN R (LITTLE),Minot,BROWN TROUT,100,9,-70.39190020460279,44.14222712186505,
Androscoggin,2025-05-28,ANDROSCOGGIN R (LITTLE),Minot,BROWN TROUT,100,9,-70.39190020460279,44.14222712186505,
Cumberland,2025-05-28,ROYAL R,North Yarmouth,BROWN TROUT,300,9,-70.22792806175256,43.8594753301982,
Oxford,2025-05-29,CONCORD R,Milton Twp,BROWN TROUT,500,10,-70.60214240442514,44.460389337812074,
Oxford,2025-05-29,ANDROSCOGGIN R,Gilead,BROWN TROUT,200,14,-70.96198669691128,44.39735921783639,
Cumberland,2025-05-29,COLD RAIN P,Naples,BROOK TROUT,320,10,-70.657577531,43.9306196883,
Oxford,2025-05-29,CONCORD R,Rumford,BROWN TROUT,500,10,-70.63429187617537,44.47521274757788,
Oxford,2025-05-29,CONCORD R,Rumford,BROWN TROUT,500,10,-70.63429187617537,44.47521274757788,
Oxford,2025-05-29,ANDROSCOGGIN R,Bethel,BROWN TROUT,150,14,-70.79638333825649,44.430767428007634,
Oxford,2025-05-30,PENNESSEEWASSEE L,Norway,BROOK TROUT,75,10,-70.5829333058,44.2302832706,
Cumberland,2025-05-31,LILY P,New Gloucester,RAINBOW TROUT,150,11,-70.3167292785,43.9827134057,
Cumberland,2025-06-01,PRESUMPSCOT R,Windham,BROOK TROUT,200,10,-70.41072422739504,43.7172514296907,
York,2025-06-01,WILCOX P,Biddeford,BROOK TROUT,100,10,-70.4571321892,43.4712151306,
Cumberland,2025-06-01,PRESUMPSCOT R,Windham,BROOK TROUT,100,10,-70.41072422739504,43.7172514296907,
Androscoggin,2025-06-02,ANDROSCOGGIN R (LITTLE),Minot,BROWN TROUT,225,10,-70.39190020460279,44.14222712186505,
